usage_id,customer_id,month,data_used_gb,calls_minutes,texts_sent,revenue
U0003744,VZ000038,2024-09,23.04,674,4997,40
U0003745,VZ000033,2024-09,39.29,602,1899,55
U0003746,VZ000455,2024-09,12.85,1076,1664,45
U0003747,VZ000380,2024-09,40.63,919,3620,70
U0003748,VZ000122,2024-09,43.88,1632,2188,55
U0003749,VZ000006,2024-09,14.9,651,901,55
U0003750,VZ000197,2024-09,52.97,807,3515,45
U0003751,VZ000229,2024-09,3.77,1572,1087,45
U0003752,VZ000418,2024-09,36.27,705,4223,70
U0003753,VZ000155,2024-09,16.91,1952,1456,70
U0003754,VZ000445,2024-09,7.77,1279,3612,55
U0003755,VZ000414,2024-09,8.05,1182,1349,40
U0003756,VZ000230,2024-09,44.02,669,3309,70
U0003757,VZ000224,2024-09,37.19,1383,4542,55
U0003758,VZ000186,2024-09,4.3,1214,4393,40
U0003759,VZ000031,2024-09,28.77,1342,4907,55
U0003760,VZ000462,2024-09,57.49,932,952,45
U0003761,VZ000124,2024-09,24.73,1066,1668,70
U0003762,VZ000263,2024-09,26.93,1938,4422,55
U0003763,VZ000459,2024-09,34.33,653,3032,70
U0003764,VZ000227,2024-09,17.27,1961,1754,40
U0003765,VZ000193,2024-09,44.13,1011,791,45
U0003766,VZ000107,2024-09,12.77,979,873,40
U0003767,VZ000390,2024-09,30.88,810,2837,40
U0003768,VZ000461,2024-09,53.13,239,2471,45
U0003769,VZ000354,2024-09,43.96,258,1828,45
U0003770,VZ000111,2024-09,21.68,429,2410,70
U0003771,VZ000188,2024-09,42.65,1835,4869,45
U0003772,VZ000069,2024-09,56.58,655,1397,45
U0003773,VZ000280,2024-09,14.47,723,862,55
U0003774,VZ000049,2024-09,46.0,1278,1997,55
U0003775,VZ000211,2024-09,15.92,213,2456,40
U0003776,VZ000239,2024-09,35.59,384,1922,40
U0003777,VZ000087,2024-09,55.17,1057,528,55
U0003778,VZ000399,2024-09,37.16,1041,4133,45
U0003779,VZ000315,2024-09,52.23,888,4365,45
U0003780,VZ000157,2024-09,49.6,431,1477,45
U0003781,VZ000406,2024-09,34.83,162,3049,40
U0003782,VZ000388,2024-09,59.62,362,2417,70
U0003783,VZ000209,2024-09,14.49,1864,633,45
U0003784,VZ000437,2024-09,26.63,1698,4530,45
U0003785,VZ000330,2024-09,20.33,1164,2475,70
U0003786,VZ000274,2024-09,37.05,895,4860,45
U0003787,VZ000181,2024-09,15.56,908,2540,45
U0003788,VZ000374,2024-09,46.59,1283,2362,70
U0003789,VZ000494,2024-09,14.64,1386,4846,45
U0003790,VZ000103,2024-09,43.35,164,3616,40
U0003791,VZ000223,2024-09,11.08,1870,1967,55
U0003792,VZ000120,2024-09,35.06,679,4528,70
U0003793,VZ000498,2024-09,12.89,1627,1043,45
U0003794,VZ000284,2024-09,55.4,1604,1195,40
U0003795,VZ000317,2024-09,50.64,192,3097,70
U0003796,VZ000451,2024-09,15.21,489,1560,45
U0003797,VZ000208,2024-09,13.75,921,616,55
U0003798,VZ000398,2024-09,49.69,1851,2131,45
U0003799,VZ000452,2024-09,34.72,891,3572,45
U0003800,VZ000426,2024-09,32.88,109,3365,70
U0003801,VZ000311,2024-09,55.93,1922,3056,70
U0003802,VZ000235,2024-09,49.21,1870,1567,45
U0003803,VZ000138,2024-09,35.36,1278,3466,45
U0003804,VZ000250,2024-09,28.53,965,2006,40
U0003805,VZ000434,2024-09,54.83,795,2689,70
U0003806,VZ000051,2024-09,27.79,383,4394,55
U0003807,VZ000432,2024-09,22.52,144,775,70
U0003808,VZ000177,2024-09,33.8,544,4563,45
U0003809,VZ000012,2024-09,16.75,366,4263,70
U0003810,VZ000241,2024-09,9.96,1131,799,40
U0003811,VZ000362,2024-09,10.59,1840,1577,45
U0003812,VZ000131,2024-09,3.73,1993,3976,70
U0003813,VZ000385,2024-09,16.48,1724,1738,70
U0003814,VZ000008,2024-09,57.24,469,1925,70
U0003815,VZ000436,2024-09,42.15,413,834,45
U0003816,VZ000375,2024-09,32.43,919,2855,70
U0003817,VZ000160,2024-09,43.25,1504,4687,40
U0003818,VZ000013,2024-09,15.27,1798,2285,45
U0003819,VZ000275,2024-09,50.34,275,1320,40
U0003820,VZ000453,2024-09,40.02,1431,1206,70
U0003821,VZ000202,2024-09,36.89,194,4309,45
U0003822,VZ000359,2024-09,43.93,1624,3223,40
U0003823,VZ000327,2024-09,50.93,813,1490,45
U0003824,VZ000301,2024-09,18.93,706,2277,45
U0003825,VZ000201,2024-09,36.5,1501,4842,40
U0003826,VZ000158,2024-09,44.42,149,4723,40
U0003827,VZ000367,2024-09,50.55,642,4979,45
U0003828,VZ000019,2024-09,52.55,178,1998,45
U0003829,VZ000382,2024-09,27.03,1788,3604,40
U0003830,VZ000366,2024-09,28.51,580,4407,70
U0003831,VZ000349,2024-09,41.44,1458,3527,45
U0003832,VZ000389,2024-09,10.84,1587,1758,70
U0003833,VZ000440,2024-09,23.29,1306,1408,45
U0003834,VZ000093,2024-09,24.59,1160,2986,40
U0003835,VZ000497,2024-09,45.5,1099,3325,45
U0003836,VZ000017,2024-09,51.83,1689,3910,70
U0003837,VZ000232,2024-09,49.72,515,4490,70
U0003838,VZ000238,2024-09,13.44,1452,4336,45
U0003839,VZ000500,2024-09,54.24,1612,2682,55
U0003840,VZ000178,2024-09,46.89,615,1666,40
U0003841,VZ000467,2024-09,15.18,1235,4117,45
U0003842,VZ000243,2024-09,3.86,174,3325,45
U0003843,VZ000169,2024-09,59.6,1682,4828,55
U0003844,VZ000062,2024-09,2.98,1949,3970,55
U0003845,VZ000110,2024-09,11.39,608,3298,70
U0003846,VZ000175,2024-09,1.71,545,4729,70
U0003847,VZ000096,2024-09,43.28,177,4221,70
U0003848,VZ000472,2024-09,20.24,1780,1170,40
U0003849,VZ000189,2024-09,11.27,1862,851,55
U0003850,VZ000441,2024-09,35.23,1030,4776,55
U0003851,VZ000030,2024-09,48.55,1050,3974,55
U0003852,VZ000041,2024-09,33.96,1687,2231,55
U0003853,VZ000245,2024-09,22.8,1956,2143,45
U0003854,VZ000308,2024-09,38.59,1415,4954,45
U0003855,VZ000102,2024-09,10.39,909,2090,70
U0003856,VZ000427,2024-09,50.2,1155,2513,55
U0003857,VZ000320,2024-09,53.69,623,4680,40
U0003858,VZ000264,2024-09,52.91,335,1782,40
U0003859,VZ000146,2024-09,2.48,660,1796,40
U0003860,VZ000001,2024-09,21.8,1611,4534,45
U0003861,VZ000115,2024-09,42.05,140,3297,55
U0003862,VZ000161,2024-09,15.44,251,2048,40
U0003863,VZ000348,2024-09,39.8,1737,4494,45
U0003864,VZ000248,2024-09,13.84,417,1123,40
U0003865,VZ000456,2024-09,7.79,691,2148,55
U0003866,VZ000092,2024-09,4.02,960,3308,45
U0003867,VZ000295,2024-09,31.03,1187,2452,55
U0003868,VZ000077,2024-09,21.82,1687,1193,40
U0003869,VZ000098,2024-09,20.46,1758,4331,70
U0003870,VZ000141,2024-09,24.23,1176,1141,45
U0003871,VZ000105,2024-09,11.26,1727,3257,40
U0003872,VZ000106,2024-09,16.96,339,4452,40
U0003873,VZ000205,2024-09,27.47,1528,4937,70
U0003874,VZ000217,2024-09,1.66,1315,3890,45
U0003875,VZ000237,2024-09,46.91,1241,516,40
U0003876,VZ000045,2024-09,23.31,1824,1075,45
U0003877,VZ000085,2024-09,23.49,1830,3598,55
U0003878,VZ000296,2024-09,55.44,160,961,55
U0003879,VZ000481,2024-09,27.37,400,3181,55
U0003880,VZ000457,2024-09,17.8,1514,1439,45
U0003881,VZ000072,2024-09,16.38,1883,966,45
U0003882,VZ000039,2024-09,31.87,350,3073,70
U0003883,VZ000496,2024-09,56.14,1244,3401,55
U0003884,VZ000351,2024-09,23.92,1085,4086,55
U0003885,VZ000166,2024-09,17.47,638,4814,55
U0003886,VZ000020,2024-09,18.68,299,2794,40
U0003887,VZ000139,2024-09,52.03,1551,4080,70
U0003888,VZ000075,2024-09,46.23,1362,3906,40
U0003889,VZ000046,2024-09,45.11,562,4817,40
U0003890,VZ000254,2024-09,12.18,994,2515,70
U0003891,VZ000419,2024-09,39.62,1745,1667,40
U0003892,VZ000334,2024-09,35.33,877,1881,45
U0003893,VZ000318,2024-09,17.8,744,1610,45
U0003894,VZ000071,2024-09,41.94,568,1242,40
U0003895,VZ000499,2024-09,25.92,1781,4596,70
U0003896,VZ000050,2024-09,57.37,590,2585,70
U0003897,VZ000021,2024-09,8.96,474,1347,70
U0003898,VZ000191,2024-09,4.24,358,2657,55
U0003899,VZ000460,2024-09,33.94,1826,1788,40
U0003900,VZ000344,2024-09,15.0,976,4185,70
U0003901,VZ000369,2024-09,46.16,434,1306,55
U0003902,VZ000016,2024-09,1.5,1233,1159,45
U0003903,VZ000099,2024-09,29.84,994,850,45
U0003904,VZ000078,2024-09,8.32,1948,960,55
U0003905,VZ000458,2024-09,11.99,592,4613,45
U0003906,VZ000357,2024-09,26.4,366,3472,55
U0003907,VZ000108,2024-09,15.36,448,3802,70
U0003908,VZ000281,2024-09,41.51,514,2909,55
U0003909,VZ000377,2024-09,54.12,1357,3563,55
U0003910,VZ000123,2024-09,28.13,446,2479,70
U0003911,VZ000151,2024-09,56.59,1118,3308,40
U0003912,VZ000386,2024-09,3.95,1063,4334,45
U0003913,VZ000302,2024-09,48.22,1172,4900,40
U0003914,VZ000067,2024-09,56.16,463,3405,40
U0003915,VZ000347,2024-09,51.14,749,3022,70
U0003916,VZ000310,2024-09,2.54,1966,4346,40
U0003917,VZ000174,2024-09,30.35,1109,585,70
U0003918,VZ000228,2024-09,11.82,1233,1248,55
U0003919,VZ000446,2024-09,40.47,625,612,55
U0003920,VZ000266,2024-09,31.37,1583,2865,55
U0003921,VZ000015,2024-09,27.93,533,2743,40
U0003922,VZ000121,2024-09,24.34,201,2137,45
U0003923,VZ000329,2024-09,16.97,947,2401,40
U0003924,VZ000159,2024-09,13.01,1963,3931,55
U0003925,VZ000137,2024-09,13.45,1377,2565,45
U0003926,VZ000088,2024-09,16.23,1234,4474,70
U0003927,VZ000438,2024-09,26.27,255,4483,40
U0003928,VZ000277,2024-09,12.59,1368,1790,40
U0003929,VZ000488,2024-09,40.23,1728,1259,55
U0003930,VZ000057,2024-09,28.44,1017,1348,45
U0003931,VZ000289,2024-09,27.42,1375,3910,55
U0003932,VZ000168,2024-09,44.78,1068,669,45
U0003933,VZ000396,2024-09,52.83,358,1264,45
U0003934,VZ000273,2024-09,37.74,1429,2859,70
U0003935,VZ000486,2024-09,30.43,939,3902,55
U0003936,VZ000261,2024-09,37.27,118,4978,45
U0003937,VZ000270,2024-09,32.61,1177,4331,40
U0003938,VZ000024,2024-09,17.52,1186,4047,40
U0003939,VZ000403,2024-09,1.75,1792,3780,70
U0003940,VZ000076,2024-09,6.29,1017,959,45
U0003941,VZ000133,2024-09,56.86,967,1748,45
U0003942,VZ000298,2024-09,44.16,1139,1776,55
U0003943,VZ000478,2024-09,10.15,601,648,45
U0003944,VZ000337,2024-09,11.49,505,918,70
U0003945,VZ000484,2024-09,10.44,991,4871,40
U0003946,VZ000391,2024-09,33.79,1807,1374,70
U0003947,VZ000408,2024-09,27.67,1555,3428,45
U0003948,VZ000129,2024-09,28.57,1864,2708,45
U0003949,VZ000143,2024-09,6.1,965,3643,70
U0003950,VZ000145,2024-09,30.63,1035,4699,40
U0003951,VZ000026,2024-09,45.49,483,3879,40
U0003952,VZ000195,2024-09,33.43,1315,4834,40
U0003953,VZ000004,2024-09,49.63,779,1432,45
U0003954,VZ000126,2024-09,37.68,1932,2917,40
U0003955,VZ000252,2024-09,17.85,145,2956,40
U0003956,VZ000454,2024-09,35.19,1568,1573,40
U0003957,VZ000288,2024-09,2.84,1927,2831,45
U0003958,VZ000341,2024-09,14.13,1989,870,55
U0003959,VZ000447,2024-09,22.1,1699,2831,40
U0003960,VZ000287,2024-09,33.72,1242,3478,40
U0003961,VZ000053,2024-09,48.64,312,2517,55
U0003962,VZ000279,2024-09,14.28,1591,1447,40
U0003963,VZ000044,2024-09,52.73,195,707,55
U0003964,VZ000094,2024-09,59.14,247,3406,70
U0003965,VZ000100,2024-09,47.54,878,873,55
U0003966,VZ000002,2024-09,35.21,774,4298,40
U0003967,VZ000070,2024-09,43.28,510,3075,40
U0003968,VZ000324,2024-09,54.88,1637,4258,70
U0003969,VZ000029,2024-09,23.88,1689,1111,55
U0003970,VZ000328,2024-09,46.22,863,3009,55
U0003971,VZ000313,2024-09,42.05,1821,1477,70
U0003972,VZ000047,2024-09,28.93,121,4518,40
U0003973,VZ000055,2024-09,12.53,1266,2225,45
U0003974,VZ000104,2024-09,53.18,1773,3712,55
U0003975,VZ000256,2024-09,11.06,312,4448,70
U0003976,VZ000448,2024-09,48.88,1855,2231,40
U0003977,VZ000291,2024-09,45.37,1223,2183,55
U0003978,VZ000009,2024-09,37.53,491,2036,45
U0003979,VZ000292,2024-09,47.79,351,3437,45
U0003980,VZ000210,2024-09,2.96,757,566,45
U0003981,VZ000010,2024-09,41.31,190,3326,70
U0003982,VZ000294,2024-09,32.97,1167,1337,40
U0003983,VZ000336,2024-09,44.03,197,1125,45
U0003984,VZ000378,2024-09,31.2,413,4587,40
U0003985,VZ000400,2024-09,19.11,1559,659,70
U0003986,VZ000011,2024-09,45.33,1740,4105,55
U0003987,VZ000361,2024-09,50.31,1849,803,70
U0003988,VZ000495,2024-09,5.34,1034,1413,55
U0003989,VZ000249,2024-09,53.38,1481,4616,55
U0003990,VZ000080,2024-09,20.89,381,4441,70
U0003991,VZ000231,2024-09,34.82,1838,3954,70
U0003992,VZ000326,2024-09,7.23,1316,2654,40
U0003993,VZ000035,2024-09,56.43,1342,4404,55
U0003994,VZ000342,2024-09,19.39,692,2731,40
U0003995,VZ000442,2024-09,8.92,291,2348,45
U0003996,VZ000439,2024-09,54.19,880,3766,70
U0003997,VZ000063,2024-09,1.73,405,4666,40
U0003998,VZ000095,2024-09,17.0,1263,1334,55
U0003999,VZ000443,2024-09,38.51,838,2402,40
U0004000,VZ000035,2024-10,37.24,1467,4653,55
U0004001,VZ000051,2024-10,26.31,969,2986,55
U0004002,VZ000330,2024-10,27.07,1286,3298,70
U0004003,VZ000460,2024-10,53.55,1553,2232,40
U0004004,VZ000405,2024-10,25.84,1804,4995,70
U0004005,VZ000019,2024-10,41.92,1719,1715,45
U0004006,VZ000326,2024-10,19.45,1364,3250,40
U0004007,VZ000419,2024-10,4.14,209,4094,40
U0004008,VZ000204,2024-10,14.48,1701,619,70
U0004009,VZ000079,2024-10,42.68,1280,1549,70
U0004010,VZ000177,2024-10,32.83,1671,1221,45
U0004011,VZ000098,2024-10,21.88,575,3532,70
U0004012,VZ000401,2024-10,35.45,130,962,70
U0004013,VZ000129,2024-10,38.94,1164,1947,45
U0004014,VZ000381,2024-10,47.46,1148,4132,45
U0004015,VZ000141,2024-10,11.33,1973,2955,45
U0004016,VZ000125,2024-10,49.48,1114,3214,45
U0004017,VZ000293,2024-10,53.67,1679,1943,55
U0004018,VZ000276,2024-10,4.41,1949,3383,40
U0004019,VZ000071,2024-10,26.79,1700,534,40
U0004020,VZ000094,2024-10,29.12,579,2466,70
U0004021,VZ000255,2024-10,46.16,1403,781,55
U0004022,VZ000366,2024-10,9.94,997,1269,70
U0004023,VZ000251,2024-10,40.28,1047,1169,40
U0004024,VZ000178,2024-10,22.73,661,4389,40
U0004025,VZ000120,2024-10,46.97,1055,2969,70
U0004026,VZ000446,2024-10,21.77,1650,2120,55
U0004027,VZ000469,2024-10,33.16,1902,2005,40
U0004028,VZ000165,2024-10,17.17,839,1494,40
U0004029,VZ000018,2024-10,4.89,1078,4931,40
U0004030,VZ000064,2024-10,6.85,201,1132,45
U0004031,VZ000346,2024-10,14.75,186,851,40
U0004032,VZ000116,2024-10,30.31,1829,567,45
U0004033,VZ000138,2024-10,16.33,725,2940,45
U0004034,VZ000076,2024-10,47.17,974,4259,45
U0004035,VZ000070,2024-10,59.37,1622,1317,40
U0004036,VZ000011,2024-10,57.51,1179,2620,55
U0004037,VZ000009,2024-10,25.87,1799,1825,45
U0004038,VZ000370,2024-10,41.14,1799,1923,55
U0004039,VZ000485,2024-10,11.91,1048,2265,45
U0004040,VZ000137,2024-10,36.4,1299,1865,45
U0004041,VZ000340,2024-10,44.65,1522,2062,45
U0004042,VZ000219,2024-10,33.98,1806,686,45
U0004043,VZ000463,2024-10,30.28,966,3502,55
U0004044,VZ000107,2024-10,20.38,805,2518,40
U0004045,VZ000038,2024-10,1.02,1775,4992,40
U0004046,VZ000132,2024-10,1.88,923,1985,40
U0004047,VZ000343,2024-10,5.95,120,2824,45
U0004048,VZ000246,2024-10,23.49,317,4245,40
U0004049,VZ000394,2024-10,35.38,1584,4116,55
U0004050,VZ000454,2024-10,32.21,1616,3673,40
U0004051,VZ000357,2024-10,7.41,410,1690,55
U0004052,VZ000197,2024-10,20.94,280,1993,45
U0004053,VZ000289,2024-10,11.04,1819,2907,55
U0004054,VZ000382,2024-10,43.47,490,1332,40
U0004055,VZ000462,2024-10,60.0,604,1255,45
U0004056,VZ000173,2024-10,8.66,1430,3670,40
U0004057,VZ000449,2024-10,15.42,747,2142,45
U0004058,VZ000448,2024-10,23.59,940,2262,40
U0004059,VZ000479,2024-10,6.2,331,3974,45
U0004060,VZ000077,2024-10,59.05,616,1346,40
U0004061,VZ000324,2024-10,38.65,1919,3557,70
U0004062,VZ000423,2024-10,30.15,1323,4819,40
U0004063,VZ000068,2024-10,43.1,582,4542,40
U0004064,VZ000128,2024-10,56.61,549,4746,45
U0004065,VZ000362,2024-10,23.64,1046,825,45
U0004066,VZ000429,2024-10,9.56,672,3802,45
U0004067,VZ000002,2024-10,31.75,667,1390,40
U0004068,VZ000256,2024-10,58.24,318,979,70
U0004069,VZ000373,2024-10,40.95,844,4953,45
U0004070,VZ000344,2024-10,13.21,1784,3582,70
U0004071,VZ000046,2024-10,1.63,147,3504,40
U0004072,VZ000445,2024-10,31.35,1874,4708,55
U0004073,VZ000258,2024-10,9.14,894,984,40
U0004074,VZ000185,2024-10,36.99,1716,2523,45
U0004075,VZ000294,2024-10,6.11,1410,2975,40
U0004076,VZ000466,2024-10,49.43,618,3731,70
U0004077,VZ000337,2024-10,31.59,590,2252,70
U0004078,VZ000183,2024-10,50.84,1474,539,70
U0004079,VZ000385,2024-10,37.0,1641,769,70
U0004080,VZ000031,2024-10,35.94,704,885,55
U0004081,VZ000412,2024-10,28.64,1656,1261,40
U0004082,VZ000348,2024-10,47.79,127,522,45
U0004083,VZ000174,2024-10,2.47,160,4292,70
U0004084,VZ000350,2024-10,40.84,743,4214,70
U0004085,VZ000090,2024-10,4.06,1177,1880,70
U0004086,VZ000280,2024-10,32.37,1467,4313,55
U0004087,VZ000483,2024-10,39.52,388,2689,55
U0004088,VZ000281,2024-10,33.75,1860,2566,55
U0004089,VZ000053,2024-10,5.74,849,2200,55
U0004090,VZ000338,2024-10,26.02,816,822,40
U0004091,VZ000265,2024-10,25.19,1670,2164,40
U0004092,VZ000145,2024-10,28.61,389,3511,40
U0004093,VZ000218,2024-10,9.42,1502,620,70
U0004094,VZ000054,2024-10,14.74,319,1640,70
U0004095,VZ000181,2024-10,21.17,426,1934,45
U0004096,VZ000152,2024-10,22.3,1851,2519,45
U0004097,VZ000415,2024-10,42.43,1502,4519,45
U0004098,VZ000455,2024-10,56.64,1004,1678,45
U0004099,VZ000254,2024-10,47.9,1589,4631,70
U0004100,VZ000397,2024-10,41.67,1641,1464,45
U0004101,VZ000106,2024-10,27.22,548,1880,40
U0004102,VZ000061,2024-10,43.52,179,4454,70
U0004103,VZ000109,2024-10,10.63,1707,3309,40
U0004104,VZ000279,2024-10,28.96,703,1740,40
U0004105,VZ000358,2024-10,27.25,1237,4003,40
U0004106,VZ000244,2024-10,25.08,1913,3217,45
U0004107,VZ000329,2024-10,42.96,1058,3623,40
U0004108,VZ000421,2024-10,45.79,699,1661,40
U0004109,VZ000224,2024-10,34.89,868,2228,55
U0004110,VZ000058,2024-10,14.58,1061,3289,40
U0004111,VZ000134,2024-10,59.42,1764,643,55
U0004112,VZ000017,2024-10,31.12,294,2876,70
U0004113,VZ000007,2024-10,52.72,1609,4997,70
U0004114,VZ000275,2024-10,9.76,1422,1966,40
U0004115,VZ000024,2024-10,19.42,298,3856,40
U0004116,VZ000223,2024-10,3.42,1266,3673,55
U0004117,VZ000399,2024-10,37.55,1782,3161,45
U0004118,VZ000030,2024-10,5.4,1758,4079,55
U0004119,VZ000049,2024-10,55.75,1433,4797,55
U0004120,VZ000395,2024-10,43.47,180,2341,45
U0004121,VZ000028,2024-10,33.65,1190,4053,45
U0004122,VZ000431,2024-10,50.85,1299,2367,40
U0004123,VZ000004,2024-10,24.61,1020,4427,45
U0004124,VZ000117,2024-10,19.99,1834,1980,70
U0004125,VZ000353,2024-10,13.57,1915,2728,55
U0004126,VZ000195,2024-10,12.05,728,2803,40
U0004127,VZ000472,2024-10,53.96,811,1589,40
U0004128,VZ000130,2024-10,57.28,321,2354,70
U0004129,VZ000396,2024-10,13.77,1108,2498,45
U0004130,VZ000414,2024-10,32.36,1104,1637,40
U0004131,VZ000309,2024-10,6.04,906,3504,45
U0004132,VZ000086,2024-10,58.96,1651,3790,55
U0004133,VZ000238,2024-10,2.89,1908,3150,45
U0004134,VZ000015,2024-10,23.1,1292,671,40
U0004135,VZ000304,2024-10,19.63,1219,3862,70
U0004136,VZ000226,2024-10,46.25,1070,1739,40
U0004137,VZ000327,2024-10,30.4,522,503,45
U0004138,VZ000001,2024-10,11.53,699,1644,45
U0004139,VZ000192,2024-10,31.28,110,689,45
U0004140,VZ000065,2024-10,39.61,257,2868,55
U0004141,VZ000170,2024-10,39.22,806,2393,45
U0004142,VZ000150,2024-10,16.13,1255,1304,70
U0004143,VZ000080,2024-10,46.39,1919,3562,70
U0004144,VZ000230,2024-10,12.52,1346,2273,70
U0004145,VZ000282,2024-10,32.12,956,2924,55
U0004146,VZ000433,2024-10,27.48,688,2403,40
U0004147,VZ000215,2024-10,39.44,177,4772,55
U0004148,VZ000233,2024-10,46.73,1425,2545,45
U0004149,VZ000273,2024-10,46.19,1660,1854,70
U0004150,VZ000207,2024-10,56.52,315,1302,45
U0004151,VZ000475,2024-10,29.97,716,4127,40
U0004152,VZ000241,2024-10,27.43,1299,3839,40
U0004153,VZ000352,2024-10,58.31,1218,2045,45
U0004154,VZ000435,2024-10,20.73,253,4912,45
U0004155,VZ000156,2024-10,23.6,482,846,45
U0004156,VZ000073,2024-10,27.19,520,910,45
U0004157,VZ000461,2024-10,23.87,1908,745,45
U0004158,VZ000320,2024-10,23.48,321,4519,40
U0004159,VZ000124,2024-10,31.59,146,3379,70
U0004160,VZ000308,2024-10,31.06,531,1804,45
U0004161,VZ000345,2024-10,33.05,1054,4381,55
U0004162,VZ000013,2024-10,41.51,1064,1691,45
U0004163,VZ000468,2024-10,13.82,131,3164,40
U0004164,VZ000311,2024-10,14.57,1806,1516,70
U0004165,VZ000467,2024-10,21.27,473,3393,45
U0004166,VZ000010,2024-10,21.04,288,653,70
U0004167,VZ000451,2024-10,24.11,1375,2444,45
U0004168,VZ000497,2024-10,25.94,1654,1140,45
U0004169,VZ000100,2024-10,45.39,1142,3788,55
U0004170,VZ000034,2024-10,34.03,956,4325,70
U0004171,VZ000496,2024-10,1.52,808,4811,55
U0004172,VZ000325,2024-10,23.98,101,2562,70
U0004173,VZ000314,2024-10,8.92,1080,4707,70
U0004174,VZ000480,2024-10,57.31,794,2779,40
U0004175,VZ000303,2024-10,43.69,945,2504,45
U0004176,VZ000243,2024-10,52.43,1984,3340,45
U0004177,VZ000371,2024-10,37.45,668,2331,40
U0004178,VZ000092,2024-10,24.43,1191,1899,45
U0004179,VZ000487,2024-10,18.01,378,4223,70
U0004180,VZ000493,2024-10,28.19,169,876,70
U0004181,VZ000489,2024-10,5.28,1750,4498,70
U0004182,VZ000262,2024-10,23.96,107,1628,55
U0004183,VZ000404,2024-10,26.01,815,4624,70
U0004184,VZ000102,2024-10,29.92,1902,3774,70
U0004185,VZ000270,2024-10,40.88,971,2067,40
U0004186,VZ000354,2024-10,24.41,654,2140,45
U0004187,VZ000188,2024-10,38.85,853,4129,45
U0004188,VZ000438,2024-10,14.81,1250,3539,40
U0004189,VZ000166,2024-10,37.07,506,1769,55
U0004190,VZ000179,2024-10,41.5,412,760,70
U0004191,VZ000297,2024-10,48.16,907,2441,70
U0004192,VZ000162,2024-10,4.18,200,3113,70
U0004193,VZ000432,2024-10,10.83,1059,2133,70
U0004194,VZ000492,2024-10,5.53,1682,3460,55
U0004195,VZ000131,2024-10,56.6,708,1623,70
U0004196,VZ000203,2024-10,35.5,1396,1472,55
U0004197,VZ000020,2024-10,4.52,1843,1837,40
U0004198,VZ000139,2024-10,26.23,1452,529,70
U0004199,VZ000356,2024-10,33.64,534,2541,70
U0004200,VZ000379,2024-10,5.35,169,3389,55
U0004201,VZ000478,2024-10,51.87,422,2480,45
U0004202,VZ000220,2024-10,15.68,1543,1506,70
U0004203,VZ000114,2024-10,24.05,812,4174,40
U0004204,VZ000016,2024-10,13.76,1316,2385,45
U0004205,VZ000383,2024-10,12.2,1688,3758,55
U0004206,VZ000084,2024-10,46.71,401,1892,70
U0004207,VZ000473,2024-10,14.1,972,2626,55
U0004208,VZ000410,2024-10,41.61,262,4005,55
U0004209,VZ000168,2024-10,55.99,153,1951,45
U0004210,VZ000169,2024-10,59.71,1567,4244,55
U0004211,VZ000210,2024-10,24.56,887,1384,45
U0004212,VZ000482,2024-10,44.44,1661,4510,45
U0004213,VZ000257,2024-10,1.03,1240,1297,45
U0004214,VZ000425,2024-10,27.23,332,3206,45
U0004215,VZ000032,2024-10,11.93,878,2965,55
U0004216,VZ000005,2024-10,2.7,683,3619,55
U0004217,VZ000295,2024-10,47.88,1772,4318,55
U0004218,VZ000113,2024-10,9.68,1191,1821,40
U0004219,VZ000486,2024-10,52.54,1919,3080,55
U0004220,VZ000436,2024-10,10.52,1026,880,45
U0004221,VZ000307,2024-10,22.48,1916,2229,45
U0004222,VZ000402,2024-10,16.46,907,684,55
U0004223,VZ000427,2024-10,30.59,672,1911,55
U0004224,VZ000003,2024-10,46.77,1314,3358,40
U0004225,VZ000105,2024-10,2.37,1670,4606,40
U0004226,VZ000201,2024-10,27.96,532,2400,40
U0004227,VZ000153,2024-10,49.13,1954,3844,55
U0004228,VZ000406,2024-10,31.26,1004,2287,40
U0004229,VZ000025,2024-10,5.87,542,4693,55
U0004230,VZ000069,2024-10,36.29,1999,3348,45
U0004231,VZ000200,2024-10,37.79,367,3093,45
U0004232,VZ000331,2024-10,21.82,424,2481,45
U0004233,VZ000085,2024-10,2.15,1387,845,55
U0004234,VZ000268,2024-10,37.36,1643,4442,45
U0004235,VZ000434,2024-10,2.52,1569,4456,70
U0004236,VZ000494,2024-10,57.63,1258,3890,45
U0004237,VZ000263,2024-10,24.26,1118,4342,55
U0004238,VZ000212,2024-10,42.39,1810,639,40
U0004239,VZ000374,2024-10,38.86,301,3146,70
U0004240,VZ000087,2024-10,25.52,1251,2446,55
U0004241,VZ000318,2024-10,29.86,247,4574,45
U0004242,VZ000067,2024-10,44.92,1982,3553,40
U0004243,VZ000392,2024-10,36.45,1290,2363,45
U0004244,VZ000140,2024-10,44.68,159,720,45
U0004245,VZ000323,2024-10,6.62,210,702,40
U0004246,VZ000465,2024-10,22.05,1964,770,45
U0004247,VZ000452,2024-10,32.19,1709,4530,45
U0004248,VZ000149,2024-10,2.34,1288,1589,70
U0004249,VZ000136,2024-10,37.97,437,3113,45
U0004250,VZ000147,2024-10,36.63,1966,2500,70
U0004251,VZ000441,2024-10,30.28,111,2124,55
U0004252,VZ000300,2024-10,37.54,1212,2004,70
